candidate_id,name_tr,name_en,category_tr,target_state,preferred_source,exists_in_current_catalog,existing_food_id,existing_food_name,existing_match_confidence,original_match_status,usda_food_id,usda_name_en,usda_calories_100g,usda_protein_100g,usda_carbs_100g,usda_fat_100g,usda_fiber_100g,usda_sugar_100g,usda_sodium_mg_100g,usda_score,state_match,base_food_match,category_match,variant_warning,missing_nutrient_warning,audit_decision,audit_note
wl_179,Semizotu,Purslane,Sebze,raw,USDA,true,159,Semizotu,medium,can_update_from_usda,4824,"Purslane, Raw",20,2.03,3.39,0.36,0,0,45,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Semizotu) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_181,Lahana (Çiğ),Cabbage raw,Sebze,raw,USDA,true,154,Lahana (Beyaz),medium,can_update_from_usda,6026,"Green Cabbage, Raw",31.4275,0.9613,6.3838,0.2275,0,0,16.1,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Lahana (Beyaz)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_182,Sarımsak (Çiğ),Garlic raw,Sebze,raw,USDA,true,153,Sarımsak,medium,can_update_from_usda,6335,"Garlic, Raw",143,6.62,28.2,0.38,2.7,0,0,90,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Sarımsak) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_186,Taze Fasulye (Haşlanmış),Green beans boiled,Sebze,boiled,USDA,true,160,Taze Fasulye,strong,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_187,Bamya (Haşlanmış),Okra boiled,Sebze,boiled,USDA,true,158,Bamya (Haşlanmış),exact,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_188,Pırasa (Çiğ),Leek raw,Sebze,raw,USDA,true,156,Pırasa,medium,can_update_from_usda,4693,"Leeks, Raw",61,1.5,14.15,0.3,1.8,3.9,20,77.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Pırasa) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_190,Kabak (Çiğ),Zucchini raw,Sebze,raw,USDA,true,71,Kabak,medium,can_update_from_usda,6181,"Zucchini, Raw, With Skin",19,0.9844,3.27,0.205,0.7525,0,0,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Kabak) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_197,Levrek (Izgara),Sea bass grilled,Et / Tavuk / Balık,grilled,USDA,true,85,Levrek (Izgara),exact,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_199,Somon (Fırın),Salmon baked,Et / Tavuk / Balık,baked,USDA,true,11,Somon (Izgara),strong,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_200,Ton Balığı (Izgara),Tuna steak grilled,Et / Tavuk / Balık,grilled,USDA,true,84,"Ton Balığı (Konserve, Suda)",medium,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_201,Karides (Haşlanmış),Shrimp boiled,Et / Tavuk / Balık,boiled,USDA,true,88,Karides (Haşlanmış),exact,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_203,Tavuk Göğsü (Izgara),Chicken breast grilled,Et / Tavuk / Balık,grilled,USDA,true,2,Tavuk Göğsü (Izgara),exact,can_update_from_usda,1276,"Chicken Breast, Skinless, Boneless, Grilled",151,30.54,0,3.17,0,0,52,55,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Tavuk Göğsü (Izgara)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_205,Dana Biftek (Izgara),Beef steak grilled,Et / Tavuk / Balık,grilled,USDA,true,79,Dana Biftek (Izgara),exact,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_206,Dana Kıyma (Pişmiş),Ground beef cooked,Et / Tavuk / Balık,cooked,USDA,true,81,Dana Kıyma (%15 Yağ),medium,can_update_from_usda,4516,"Ground Beef, Cooked",240,25.07,0.62,14.53,0,0,85,85,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Dana Kıyma (%15 Yağ)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_207,Kuzu Pirzola (Izgara),Lamb chop grilled,Et / Tavuk / Balık,grilled,USDA,true,80,Kuzu Pirzola (Izgara),exact,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_208,Hindi Göğsü (Fırın),Turkey breast roasted,Et / Tavuk / Balık,baked,USDA,true,82,Hindi Göğsü (Izgara),strong,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_209,Yumurta (Haşlanmış),Egg boiled,Et / Tavuk / Balık,boiled,USDA,true,173,Yumurta (Çiğ),medium,can_update_from_usda,2256,Hard-Boiled Whole Egg,155,12.58,1.12,10.61,0,1.12,124,55,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Yumurta (Çiğ)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_210,Yumurta (Sahanda),Egg fried,Et / Tavuk / Balık,fried,USDA,true,173,Yumurta (Çiğ),medium,likely_match_manual_check,3961,Fried Whole Egg,196,13.61,0.83,14.84,0,0.4,207,42.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Yumurta (Çiğ)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_219,Hamsi (Izgara),Anchovy grilled,Et / Tavuk / Balık,grilled,USDA,true,87,Hamsi (Kızartma),strong,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_222,Tavuk Kanat (Fırın),Chicken wings baked,Et / Tavuk / Balık,baked,USDA,true,83,Tavuk Kanat (Fırın),exact,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_225,Ciğer (Izgara),Liver grilled,Et / Tavuk / Balık,grilled,USDA,true,181,Ciğer (Kızartma),strong,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_229,Kaşar Peyniri,Kashar cheese,Süt Ürünleri,any,USDA,true,93,Kaşar Peyniri,exact,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_233,Krem Peynir,Cream cheese,Süt Ürünleri,any,USDA,true,169,Krem Peynir,exact,can_update_from_usda,3387,Cream Cheese,350,6.15,5.52,34.44,0,3.76,314,85,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Krem Peynir) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_234,Mozzarella,Mozzarella cheese,Süt Ürünleri,any,USDA,true,170,Mozzarella,exact,can_update_from_usda,1814,Low-Moisture Whole Milk Mozzarella,318,21.6,2.47,24.64,0,1.01,710,30,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Mozzarella) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_236,Yoğurt (Tam Yağlı),Yogurt whole milk plain,Süt Ürünleri,whole milk,USDA,true,14,Yoğurt (Tam Yağlı),exact,can_update_from_usda,5114,Whole Milk Plain Yogurt,77.9524,3.8242,5.5749,4.484,0,0,41.78,55,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Yoğurt (Tam Yağlı)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_237,Yoğurt (Yağsız),Yogurt nonfat plain,Süt Ürünleri,skim milk,USDA,true,14,Yoğurt (Tam Yağlı),medium,can_update_from_usda,5648,Nonfat Plain Yogurt,50.0015,4.2268,8.0768,0.0875,0,0,51.48,55,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Yoğurt (Tam Yağlı)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_240,Tereyağı,Butter,Süt Ürünleri,any,USDA,true,97,Tereyağı,exact,can_update_from_usda,235,"Almond Butter, Salted",614,20.96,18.82,55.5,10.3,6.27,227,66.8333,false,false,true,,,manual_review_existing_food,Tereyağı → fındık/fıstık ezmesi; süt yağı değil. Mevcut katalog girdisi var (Tereyağı).
wl_241,Krema (Sıvı),Heavy cream,Süt Ürünleri,any,USDA,true,98,Krema (%35),strong,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_246,Kefir (Sade),Kefir plain,Süt Ürünleri,any,USDA,true,95,Kefir,strong,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
